tshirt,positive_pant
70730780,69174194
158778947,158844884
145337404,153404817
94298201,92193770
159739884,163173230
161477857,166440952
78270161,74764782
56426132,54844345
136044031,28553162
207909423,203993626
153958615,15612717
149894840,127476563
154819506,121545971
190795144,190241311
63985907,63047162
113425415,77003201
108521574,14595269
184667443,171280339
149090004,148974652
200434589,202797711
60744113,60523499
122952557,121851612
146586843,170541645
160097524,142592714
154222500,129522072
40745998,96086948
177326203,178356328
111529575,132747249
41319800,108961598
115398385,114351389
202398224,202292915
89095147,65093383
133780403,129526953
133794079,133403005
161702233,165453617
147244832,66944930
183715261,157858273
211383279,211366851
179750450,180198227
192476764,183905495
173553335,148910854
148982770,155999509
178831497,165686955
101703176,76069059
212225747,212239569
116967089,118862360
66035952,65418795
154432296,10382247
176303724,147825530
141264409,215585564
170621669,157704244
135323283,197135648
95768578,113103293
140834943,109815991
133091405,124676932
89615108,112032946
130087070,132443164
205796748,204166979
15294430,25476699
58448361,135974218
188311973,156963159
130869956,154727260
70618352,84302807
158100377,150658114
187379322,181977176
165577359,157711198
140236673,160036054
112052996,127971522
40123701,41668335
83139845,79282601
153560724,88419950
106664278,118431735
127266294,125836569
157730557,160605385
47636847,44946578
179443523,172614983
164979315,202299011
168744885,174723281
132009756,158878031
201393002,200015403
110500413,110668838
176646033,212870306
150801245,167699264
127078629,124922485
72528920,74161882
181082452,173210477
180486591,216497356
70620995,85579438
140958869,184874827
184405041,177633691
191849996,186661927
213057456,194810308
200512124,209474480
163736813,98002086
180936629,193864665
207659916,191577607
164289231,154589737
149505200,136205824
194260681,200036157
133959556,139219822
85417262,91815808
47385493,37350635
146607534,103415258
182255607,174452107
150298969,135695313
94595064,116798789
142246612,145417175
139061760,135536681
180709285,181601193
46886009,18643756
147333176,137627579
32078384,51039850
89406225,99141142
115482204,116219028
202199389,98560243
178411410,180519488
97742064,40746094
119673170,52779060
214628428,210290886
184979095,182892703
147597495,145299000
105566433,106627438
197974671,172017618
201162977,201162988
203644375,162887703
50690385,48304560
156781596,218380383
149110919,157690162
146607534,146643516
149760464,150526427
170868218,178055688
156981700,154111486
19052394,18082562
119145365,119440985
136386839,131745589
48291468,130766061
144994919,146809575
51920651,112945528
67200029,61292457
119831896,118004728
98057288,94715143
100591374,63266016
210468810,210435426
119188177,134360958
86388517,86344848
181710912,154718374
150718858,183612626
188021860,205803325
204143868,198615736
131398305,127253837
75124330,75419999
65828877,80025293
161283658,167965987
183150449,181870801
51120510,54086919
37712752,38028195
154860606,94131751
177443642,166538329
209170833,165590838
148791376,154208995
90038067,88048060
78407287,195248181
85487672,104392441
66018624,72361793
166925029,181316073
170087112,173492779
71910873,71567933
187741342,172047598
209784122,202478637
117940495,118552766
153817765,209033673
48772554,38028195
193329765,193951678
164185623,157073308
190694216,186427004
96620788,116298927
134901622,108705723
144248025,146279944
93173411,108105790
126622185,132010841
144637003,154035980
133293599,140250804
77917435,132731529
194384965,183733788
147017156,147262049
154818255,151473661
23888897,23450797
140599273,153747013
188614102,151156978
91813561,91696458
69306496,74317876
106906949,165648938
209099871,190308595
171499174,151061775
113425415,113067787
77984286,78400358
191849996,166962661
167257213,182055692
80143551,77131818
71865261,79553954
182542211,176110934
153490762,134593248
6870122,14472709
119524688,94286682
204561978,164325549
191677285,181800572
136479649,148940375
126839610,126844736
146504780,151276811
71962983,67644944
121182953,78879882
143556106,147387547
168572695,167528052
70056200,47210957
188112918,189263624
52875061,131910250
70126458,73471344
144412109,144011663
84411749,93410583
73357796,73515371
102588292,40832036
157759511,135487843
213455368,212870306
190317358,190658274
156269935,202169736
169091384,202400577
194408315,183649201
191894978,197902342
192938802,212554689
117514983,128103862
69030225,18118626
73748385,69128729
133858064,106058117
140966261,206505075
143593874,109792322
117291021,116758895
167282791,162805790
147930994,173492799
67472971,70838384
40711580,70370928
143184441,144407079
150832028,152544869
115010306,133399645
112224650,121454927
191550720,183725260
180143626,173664271
176683029,163723211
144800998,191548653
172062597,196556131
128433265,148823416
87448107,103708902
187080885,166578517
81832145,75620588
197063357,197556705
103001679,91332393
146191145,74729984
212205686,191701522
193679641,195895676
89438867,92676935
63963461,29434795
145310492,158724115
114738716,115533912
57941900,121598499
209092995,211449266
154513479,154789765
195887887,193024953
194777413,193615276
111863688,111775173
170119415,170469525
181534850,191500499
183315973,174816216
86844568,86181319
209564120,214574957
164823872,211872799
182253761,190316305
102887454,78292067
106906949,118173377
62406358,64174706
194875916,126763022
180499742,158334206
149199442,148845434
136666235,130277316
84318700,78994699
147380892,146038212
167418198,165319915
160129137,167795076
134914659,158170248
66074986,65643159
178127898,161425425
74789308,69307543
134606798,135247492
48291468,118281964
185595704,187329463
195526959,204121350
143971844,142501136
180580404,179319329
151406261,131016408
140393304,118133081
56072045,71363790
151462980,128993470
16494089,32127368
184189852,201020326
91933227,92466424
201083184,184634507
153720559,149542991
202698121,205301307
150771624,148995262
134888995,136447385
50464666,76726549
104071001,118028534
31965838,32435350
162872873,156937837
113624926,119415258
4932633,19064392
63482353,78292067
159589382,163067375
196049280,197595875
121715709,119380232
177677598,123887207
56901978,55217080
184553167,181678726
168558140,186169035
200491083,203941741
88252836,88655061
63877874,42768886
199664776,207210865
75230246,74352582
167737426,170437719
199987425,202571801
84770043,81149564
134537287,113184764
170046349,176960448
153992416,129288328
204206728,170433789
73475237,69549531
180415805,118862360
86448260,76689961
80357879,82823919
197815296,198506834
87909044,112511236
172295493,174458797
202822649,188089939
182638836,163786363
201567173,205653676
59061605,86263750
198959941,96954859
165781674,188602299
47562882,77905476
146802895,138023339
192543754,192405348
173555368,171028294
85775926,57741928
141097732,136274661
24926392,22873515
183020863,186056213
185461173,183649248
216169551,207795208
18658936,68008377
86870949,114055334
155607029,153657866
8651589,8569309
66630654,104924094
183222419,180758693
67255485,68625600
196406428,193111715
145310492,75361432
125038157,124786516
118729304,151545806
152741585,162805790
71531626,10858977
69730833,18118626
105031467,104189342
183327188,183803986
137416986,132779660
187341140,189548434
194650086,168510370
208154631,209558597
145027060,150338902
176624614,158453692
195287064,192479487
87562182,71056152
183315973,177819357
146849007,154710267
154619948,107519622
139762969,136725481
48146895,46059782
145227118,153404817
194424130,207895479
121920952,107649755
154480759,178333427
127659595,119415281
205571360,204797736
119795575,115053359
126843677,121759438
150850203,127476563
154462260,43908351
129674694,129846111
153958615,138016451
205014825,193111715
187563974,182331189
216198750,212409913
182663072,190487564
164229085,165308099
142381728,129032116
141705812,52150383
164557729,161284534
3457423,61213294
149659692,135696099
173407991,181263955
96655931,78404488
53835812,32435956
112540450,102892717
154320500,155636264
176957232,159179436
194384965,196591948
128088328,127378810
150567274,121632192
98193469,123518620
149098069,154960331
104362743,91093288
177498209,153243406
185670131,183941823
133969040,113173174
68069164,71545997
111279042,103033103
207095458,203516847
191801173,181861281
129164822,115196190
104042328,67492191
193329765,193238372
217294915,63043320
178654981,174467589
188641893,144442139
115909956,113019276
134528388,127694131
108690921,175023147
200785116,200281192
148136295,146006510
153474737,157446413
163354268,159840970
126042036,134219851
56940464,103478933
157362187,153665923
142864179,86696544
71652230,77194579
188311973,192546493
173535243,173711199
187963697,100906803
70513370,63031090
103001679,60474016
149000444,172528424
116124003,66944583
100239810,82813962
175848851,120369368
82896775,80721818
100917084,100934710
165563962,157518268
157658279,152960795
217554418,184132388
17472673,74979687
133248721,138023195
192351342,7200181
194535701,198880416
163080886,162390287
28040267,85856597
214951864,209908621
104394024,110606115
142984722,8444460
202851438,211837260
186192145,191376423
201330757,204132824
56138416,45966617
87191829,82112042
203213315,198602565
113354630,103638887
148604418,150730140
146183156,136130831
117514983,150920951
146307418,145505298
161788103,139426799
81294674,80957807
126861698,125945538
152973535,146235036
45292446,84001814
131809495,137677357
55513840,57982919
143687028,146267690
70842422,69120858
205474289,203814593
199698498,204319004
145115299,181436915
39301013,57127664
173627610,168533965
133119306,102568594
200709151,39829630
61344469,86260251
194651812,205509930
53692606,75191933
197451054,197451064
59009547,53333718
177386834,201894182
38763804,42552589
131455339,144322667
176464092,173391494
191534215,128941120
214408857,206423312
152423357,151276811
80957833,80497340
89069476,95394213
127481098,127379098
187228666,119704925
150670272,153829026
120343934,115119086
87360729,87270807
116189415,136873944
66018624,123323389
104165753,148217595
51217313,55766062
181758559,168942677
91926484,58389861
157510498,145974761
202771091,194510316
126594715,126771609
178305371,157127597
102013063,100918161
189338548,194678052
51537540,23936665
118431996,118835862
150137946,123433949
103517602,136812238
179532403,179825357
166174639,61280571
197707672,211874867
203341303,209186899
167305232,166298193
121188434,123355283
153789188,130094776
116784630,190689313
42530077,78091082
159381851,127586261
172394463,166917341
146335697,23654599
141694716,136817948
130489902,89448847
217182298,176335532
63636581,64668650
149921070,148666886
117902428,112105648
147854322,92579171
29628652,51118348
57787899,137829167
136906479,134892872
205704003,200623812
146255030,150210525
119755811,93412013
155755214,133325986
38763804,42364334
207252252,204093697
126240851,121723450
64525776,63892011
139118931,130034473
175340490,169858857
51575491,57218366
176694652,195029145
126042754,160838664
182977167,183050055
200658177,207210865
92593278,95105978
114568915,112719962
205605642,209268079
151605741,153537355
203080868,214542291
60706293,62211416
63959530,48262433
90792749,128993376
149612999,160715125
115717281,157206302
162652339,194326867
204485259,194798977
170134499,171726086
61344269,64839325
196570453,199664702
131070952,115139058
125372994,108857942
187966081,196435195
156380242,209033779
105031467,103087430
22902648,65004330
154534250,89819283
215071059,215534545
131277175,110261696
93973995,1093169
164974961,149742626
67349010,70056204
50397033,52926928
79358749,100339119
90627565,15504371
61029320,60547098
159482752,155720755
113425565,142277166
122192084,122693039
156264808,155062814
181602742,174979397
72076653,112256123
47098283,63633026
217763905,138016755
68253906,79385129
96401653,96625279
97389011,89815226
17359819,23936665
168717418,164214518
95768597,150912575
130286626,130004175
50636770,31212487
200033631,184133730
90713978,148484707
112859835,107748952
191669049,205082711
134877368,100712448
162356274,173070324
131483826,18314499
86047965,87109375
57992627,77601450
206372231,206372245
174352988,184495893
77554415,78303279
151933172,146504922
191533419,118295431
170295923,166367125
141075763,139557584
160196925,129846111
103162759,96751279
173618142,163506458
146156960,159469221
185461173,185800142
182589288,206072364
85790379,14428033
68142587,87411071
78327607,81655808
75620659,92333460
132557407,116026546
4406062,10752555
202229405,187589106
194262456,199563602
103332146,102022447
92132695,86700297
220210049,131997023
93987497,86317292
92515719,101383832
192365137,194748170
125873817,111242353
68546119,76799528
213946980,215455321
150353137,148640199
117215526,119852538
139900595,706400
113587483,158921483
204835274,212014116
136469444,184669742
213331325,133538276
62496541,66087840
120660088,121765979
189593881,36938533
92888652,57813148
218144524,195817355
114574577,118552766
102084344,113583220
198301669,190690950
105797642,108129235
178201608,133848655
203232353,202589621
84855282,98540711
139424673,143692499
164510364,155051426
199548686,197190526
108523800,108857942
40079667,35476228
100877188,100526918
124568725,78937891
169603305,177431402
166799803,172479511
69560025,15908232
143380889,149151977
209682101,205033697
123157881,121251184
207566414,205764806
128222769,150393033
88394762,160989428
169955054,157874710
147913483,120655870
207768955,208635865
213181087,197998172
108023617,106647308
214498233,213299575
140070072,132785406
126943284,102992104
187783042,171093872
169591623,154628223
88159084,74729981
109677996,111638930
134703495,201789426
87782886,40670460
129443370,132528599
113026211,101803206
87362024,68597107
90721974,74979687
205474289,199878356
154595584,144090846
156468009,157036413
146802895,152499102
132693381,133177197
194424130,210485619
184899870,151589984
213186920,206013123
53287318,37672225
74561332,76418359
52896247,49349267
140393347,136459435
121590612,114760904
116101778,108621290
172914683,156530079
77032049,87848700
197532308,196425397
101624543,78075719
118703007,76875415
172480330,173227059
82614787,49714165
160799508,178690714
176029332,169117414
203337019,179104989
143095960,182382122
157020083,144148176
67502883,65480497
163082911,148482739
119829315,122046036
181725587,195895992
177859243,173626726
185119366,187398362
138019343,159967497
204206728,197594332
184917064,150894162
95328172,88048060
147417593,149856502
66832928,62594535
178378786,161342695
160097558,151487775
195467792,71545997
149534516,100171960
195514800,171148039
131396469,119145642
93411662,86098313
120654838,120663574
207800892,200032160
75072155,53208411
37919689,52288700
172098754,167675611
64303614,66333861
78085002,60202273
158953830,158120807
122992225,101837330
213182080,154038005
160144710,219353278
201588380,204703490
78241684,86123189
138183140,154504264
125930818,195621107
112477954,160066034
42357182,101724398
139087239,119287710
9139170,87945049
177730490,176864259
180086573,16150941
155780020,154503776
202415033,71610232
144357236,141435237
98257901,126694489
212076179,207696793
175890001,153710600
55255418,152555511
145509038,157036413
100821948,88548622
26338637,19448083
179683669,180236910
154195468,158440178
217070214,214725146
198493157,194389748
156040800,142277166
117485708,116425767
205120297,203929823
177443670,169870788
170155197,135824518
146900680,96317583
155472219,153829026
39263689,33651349
184275677,131422400
100438789,102413755
146743575,149552251
102986682,104009627
183869639,185978296
116873266,140598803
63261127,70124342
204969141,206064001
143053403,130097633
84518717,126436092
65668196,64500608
174120795,151372639
213044979,215534545
127355271,138781787
207708427,212775248
128895622,103962632
121909574,205101226
194729724,168044505
184130877,128967047
204161001,197245563
52970262,89683833
214787289,212738569
64403883,110067609
142499892,103033103
143090884,124057211
115462157,144803640
132282614,129864141
49577390,135695538
194463429,193479520
209154528,209045970
29180747,121914990
63193429,59665460
148720012,149315386
96849797,61666492
204740803,193086852
203269594,187524015
88233089,91947019
136310312,148821778
149836999,151631636
131325162,129735347
138579970,141271694
193543134,203028610
183500752,179878857
49577341,56138406
218002052,211654529
177354566,185834336
190734454,188839088
87562182,90774245
205235693,202050179
146587812,193237098
84411743,71545997
196656733,189324510
135697955,136805906
55785383,90088117
163134500,164860148
130723575,149628698
130911813,126585462
54874682,54695276
22953729,25476699
217294915,204265081
155363334,154732437
195187031,192989325
152538098,151879686
101968265,102105378
142502084,161143858
132726942,124875084
156082028,154718374
183924431,181924605
178055634,193558159
141309087,145294336
97742064,155273185
129524367,146826834
132665905,98311241
113090973,112717660
99989484,70637553
130732675,142464402
182548738,186596636
213368681,216455917
100339471,98995593
159814002,173948196
161806788,144353774
136317099,142285931
144582560,137802051
205409930,178141183
187423248,195189469
206981459,210630806
95257795,149263886
114609794,58209132
181828107,175731640
27789851,51591334
143854202,73012983
119160697,94867720
73832195,55600625
79629594,78850655
111792201,112216433
213016765,212416791
97773413,60613366
183887925,170469525
147305870,157021907
94390467,107825696
143555867,137627644
110178816,126436092
135819804,141416832
86700946,105588583
151372997,134599721
183580126,210435424
157432682,172236629
183376442,174443767
154119620,148217595
149247193,148437909
212239559,209882105
21381594,17997617
61769601,67006693
75129830,102283632
128223099,133157786
154860646,149930708
151045519,143908430
134446657,134988268
107720090,106840511
113656459,9559794
121525168,63311594
185172813,183612626
164089599,144316203
129357868,126827617
149212870,157259273
74550917,67801643
188647127,181788373
84171442,81012522
103630088,109016434
64762263,42513027
201150190,211837260
153576013,135487843
202109759,190965319
198427522,187619920
44042745,82813962
134734278,135221407
79548519,83637305
152362033,154596610
78407267,85071738
174048157,171028294
146565386,94492977
42126732,39896430
186046467,189144234
116555315,117490307
189762544,44008297
157080831,126698922
136546014,111820317
164870462,158095606
54242260,62045502
189897289,188071291
65048628,79181704
164626695,167057596
199557868,211144953
173863397,172324030
95257423,72769814
126915315,118892400
173626860,176704057
120660088,120677188
72229894,70592318
149900531,145361634
197602779,198143508
112033031,168686681
29650018,57991240
70624252,68054628
172394463,171230357
150589846,153377493
146852691,134454029
154394092,158357046
148376960,118281964
77858000,59194798
99040538,85183234
118779641,87576921
100877188,100758616
125744732,47372219
119762850,119064077
189560931,183224256
185979135,185341403
105061755,163652050
60393766,64378103
72655925,74019927
195669102,193313093
47567888,39878808
119759438,117654150
61420062,140742447
44098224,50116531
113617727,136596522
140070072,142303589
99237022,121190395
124249452,20772618
53904738,52606423
194729724,134418010
146806090,120793330
211111616,213023229
86915314,75519863
149386195,125690699
196041149,194989214
147597484,149576405
101746512,47392463
154174703,163529823
133557533,133177197
104128530,101702950
165924559,177406453
17472673,15204394
84740737,77873244
214760650,214761399
143075402,129951061
46888148,41355019
195878589,200791425
172968290,172967330
114462250,115096464
191896856,147228291
93413333,130351006
47240512,42876605
148029461,210420720
103687881,104074554
63636581,3457420
119828187,114704389
33998521,105887784
147737628,146235036
38602140,69815014
130384252,130379478
83467438,80790576
111739413,108705723
80086428,6363933
154037218,154718374
184681498,185978296
136479649,154111486
166564180,161436405
49882458,16299384
75707669,74144328
62487148,84649210
96620788,94224584
160218593,161361175
124273043,114555051
212416145,213687249
48308338,49120201
162356259,129714676
147343253,157055475
195147528,193512856
204121640,149175908
184232363,179992648
84518688,146413151
82779779,92705174
117654153,118862360
126112311,137206595
45727431,38288524
190320096,188839246
201896227,158618426
187882097,191649158
211552213,214817141
157828143,128451251
186518729,176029255
145677810,169917128
135750645,123609828
93881823,95409378
194671222,195044348
133931723,149475521
57232391,40670460
188647180,185191558
185314986,160052121
40814412,38858780
145730349,147993451
117497752,179045918
205633550,213276881
83644794,87470116
138626793,154504264
163402682,181266781
140470390,127586261
53020033,54306345
109257459,113740756
107371828,97784849
154884902,154930248
83857812,75158358
181437723,214905249
215447934,210410264
207659920,193932639
189989143,171078146
95191457,96432307
210206277,194421630
150351551,162214666
144083400,143615140
207060557,213340470
191321352,205301307
194046293,194081815
94865298,94948605
142720237,144710269
177841601,174816216
121155195,121173579
163853594,150894162
116053414,117654150
154715051,154504264
146813484,130287769
128080813,145942619
141927799,191868902
79558516,55671764
28886082,72598708
119955548,86263750
197785050,209485419
87268189,84229591
104735778,93412013
68527586,66848348
62896430,61837876
133166509,136812238
211451737,213282965
14778284,16141301
91671680,91385803
93246870,102022447
184681498,192592256
101389892,197770532
185056751,167065041
155729293,213153924
62451359,81497500
158477202,140282347
111122755,109406482
116064930,89490324
201880159,209194668
208001954,208990454
145410043,142616146
156849750,152105537
169923501,172503079
149695413,146235036
186244522,188811712
190412126,188441570
108987518,24410607
128367670,123494404
147781982,63266016
37306721,63783881
133441178,132011744
154519397,154756928
54124270,54449453
161968535,152280525
150142755,149851280
184389196,172400359
152452090,157204497
149759651,134760835
140971349,176165981
136418239,142861618
93872277,97707839
76883356,77758468
182953361,182588707
215755155,215318114
210506637,214817141
112879754,118862360
120478314,118892400
31373621,75723548
197434618,195160866
85840944,88862782
42940056,55766062
149055738,181658188
116213180,114418598
99935163,98002086
172404601,172637886
195546348,200034337
159150048,213197413
166404408,145622923
125586581,104724089
144674498,144504823
213085078,210460072
161477857,184694108
25489315,36421246
43073588,82665786
140470057,138021416
13866545,111170369
44893772,38513048
20381015,11226864
63008136,32075069
146708776,124786516
135474459,133412897
140885049,1053356
207102389,189383358
97802822,48304560
161217851,172373814
180472255,183315899
205573940,205724512
129875265,129831849
201096699,210475662
127603286,127487095
116103640,118779935
212325482,204099582
160034794,134763300
71306272,64201502
177320615,84092982
170227179,63446241
49148615,56639041
169351124,127379019
152948584,150210535
182420166,134389933
205902103,207148979
182028597,181817397
118819688,141812086
111215828,106921979
127730410,108137826
194793768,190875340
130937617,117481018
118727927,108621290
132676507,36431661
160116885,173673812
44350554,115146729
215750655,202730327
202865678,101803206
61029320,54414152
169463633,143908968
119539907,14310590
163853594,164449452
209869622,169525097
108580813,143630659
160281360,154718285
181351856,192916043
53408464,55183979
184749656,158680835
127548075,206423312
211881854,210896329
77827571,143278224
133682654,134449087
128379784,137569279
149568253,150214043
174451479,180727722
146423333,172528424
113648049,173439148
116965699,123319232
9082945,60566492
159740121,154313255
147705167,148490173
101997209,103089815
181886950,180825418
202104227,203964891
195795924,195621107
134888995,138021981
211160082,199267985
158479102,136713486
190371551,179545153
174520319,179194702
159545290,169916377
157052236,117466081
138974388,123609828
104446629,102234445
193951542,111416280
180707863,194679833
76662948,67380122
211000181,212383652
152766066,154718492
146330930,143083653
134856250,109518120
121685843,128392531
151043581,138290247
59084832,42876605
186450316,161378828
89052252,86865201
203633464,209502939
186830420,194679833
93406650,113999178
136468757,147228291
134977115,137611967
215455391,216851490
142062437,142130584
109626185,107322071
144300247,151888924
140590379,140738159
215557068,217099320
213450324,213416238
107793048,110067609
154480716,63266016
159282442,159853777
103960890,99599724
132925808,132443164
62193689,89819283
53761574,58062978
142969744,159456758
195621071,191376423
142992684,139913021
173553335,179027888
164936434,183652611
114532738,79692919
207909423,209558597
174565934,174297347
94595258,87950703
182547873,174131198
168253160,161697311
121720222,68159598
92208067,163734517
139036844,142130584
160922672,179037947
181226589,194625753
74860142,81981456
179091354,175892229
173555368,174829144
112963325,108762798
160594115,195773055
100851727,99847667
179804293,190313336
169259146,168949157
217845471,206753694
100851727,100560071
180949691,190316305
153985556,188217908
150024013,64571070
61343882,64921124
58107392,77332967
161406597,159297929
158809792,147198772
66021821,23654599
157406130,126687326
146538920,158331737
194541158,185083512
129524367,195590269
178513909,193955197
193786318,209990547
63982047,76063835
160057912,187336125
115137030,197355743
60623931,58561426
182574187,171233387
69054360,68161077
161136862,161425060
137999669,119253311
142720402,150497732
163999544,118295431
61667960,113164373
162091682,160930267
211834673,207106186
166323430,151631636
167581614,160415898
136158344,144492297
134973773,132756494
24294691,22873515
158345728,172528424
149454530,147993451
140760301,174723281
67802164,98775053
183886139,205575037
202060799,188188021
122600125,111878911
96486353,91199317
180392399,177309131
195899524,183639308
212423082,208598861
136482105,173407276
201572176,117767358
88397764,51890426
153181009,150894162
145227118,151628338
200924548,196453490
174978044,177639998
115903488,114451198
181165726,166334342
91925626,92245591
50338131,96136566
125879311,89882028
102885582,84702398
213346966,212370292
157171272,178055688
187329086,189747472
90792749,108388037
119524688,116131356
41573767,38380299
145975371,139418418
172004919,209990547
80236942,73685777
198999552,173449876
50705859,48075988
195693055,195479135
115442177,112999291
215460063,215209491
110037356,114655387
148844523,152970771
114568915,198120973
167686311,166565204
110477585,97865508
115185256,113085858
183730867,177184787
192795397,187147859
176856162,165422242
161457655,166184713
145490983,145878809
170620311,197550919
180742172,192660219
188890903,188977857
200576906,204154025
212142834,151668984
139626558,138167371
142639859,142285931
157930464,147541742
85758420,2993032
174348091,131451064
159123290,120899745
206256142,205068899
144388943,144925504
120997119,124785317
64895317,108117428
201329989,128944593
65068770,81548172
155023634,152362179
153440908,153346542
139049234,144430305
171420498,166184798
99617603,99608057
79623669,62977481
125089962,94899508
103968596,91953859
135034518,145698843
57403246,57946193
138901610,159818445
66936498,59013379
88966015,97558925
190694216,183224256
195622345,191643089
123409751,125801664
159282442,157897710
180580404,193230700
158183034,147468232
119673170,2221837
167311429,163537457
195688174,208285040
134702799,133220337
197271206,199655083
112962034,83637305
92429820,89066442
127143364,121825328
142534839,134599721
146636938,144803640
128816681,102233136
214653096,204919435
152798972,102413755
85175421,81060394
8089954,13623666
126269307,115292336
33772325,113833143
128268184,121851431
136610263,149189297
51654679,49714367
50690430,55681893
207309850,162924025
167285039,160036054
114217449,114281109
174385536,168703206
116988830,119415281
130462947,15504371
116246940,112105648
213368467,187560275
42940056,42121315
159834068,179524359
215899618,197190526
81282195,79692712
81225565,89683833
194508112,197907200
143976648,102283632
188113299,188326140
155881301,153468195
118577679,114589773
185842819,88419950
197522963,180758693
201121312,209044591
174780924,178898080
217464049,195127160
50705546,52097345
75782959,93534262
147964500,152960795
148604418,115908894
29575517,43380499
209221219,205896683
193196956,188839088
52955443,36451605
118180292,115196190
116124003,118295431
190864763,193336449
49166611,52645084
29698846,158286979
61420062,49823930
92593278,89473215
117688753,57102694
155052644,151472334
214628428,212710161
169032784,168723187
148706467,206523623
46854537,9140331
77419249,69887363
147707128,160106845
53532635,51150792
80783133,78990555
141251374,146413151
128740347,128042519
153789188,148895554
191852129,174723869
65496154,66616656
190903156,194823169
215557068,213462706
160097524,151871925
212653770,213382476
134051903,133508190
217339525,81751771
144674498,66944930
157909646,162879260
180357022,140496765
134702509,118779935
144214214,192916043
94407656,75503261
189555991,179874551
45223474,41941979
85939019,85815831
134149431,109697723
62753704,82270012
194229858,210964327
159430392,150658114
174013594,176774552
164372804,161591632
125836732,111704139
150730098,153468195
74759326,72754363
98264304,189572751
172857149,196452206
155363334,153545558
47522884,35586332
113885795,71419315
57444141,51398686
116855004,106627438
156261532,156104314
148136295,166532570
15464009,18861150
60393766,147534293
67645892,61950886
131590756,137646095
112003459,117878302
156534674,191151835
120404159,153087957
78402038,88215279
146323304,112256123
61216037,62519806
183825313,174816216
187783042,187121796
190995628,196335151
181249478,172256568
36732741,111242356
114448985,87781217
152882460,33716567
202759836,202758890
103638773,146248758
129445232,156303189
131392528,139631168
129772690,117586113
169512952,168589364
193196956,197090138
143757376,67287638
181671263,179657355
182444866,194276089
178789888,179670656
204163747,209668321
77340198,64767177
160075861,160007335
151412501,158759046
82190286,105334304
150815747,143682932
118179538,114797097
119950241,120793330
152529584,154745991
134848391,142384231
52516141,67473149
50464666,71913254
70492963,70306910
91162795,92647485
183182329,127326331
153691106,150411742
167164122,171903811
207002816,205016407
96807430,99003687
142106778,195127160
134534874,129445206
172140347,178833217
183895239,183985853
177015700,133209442
87342651,85576923
119574078,120223927
216967783,220335314
205269035,174197533
148591105,93168249
212090036,211453727
112272035,96086948
77429512,65984567
55254829,51591334
56202507,137518950
115254294,127600341
194650088,168240216
111548323,115233370
143266361,112973694
129192807,201789426
152650896,191539702
220470508,216189279
95655285,87399445
210097388,213381332
82806764,65402457
175793587,194389399
108961185,95496319
181978287,124934626
50762905,80957807
103638773,103605061
113653802,140489954
61290515,89765609
154453342,120624540
66438667,74795250
173228540,190634963
54817631,53464690
184587087,170644573
163111441,160709258
153365082,120655784
118523812,116221512
114176277,97703419
209106655,197225250
68159188,151628338
185966177,185603738
194659326,190487564
184404721,124601204
89438001,89448847
162090023,166103567
126637920,116087627
190798687,189886743
152716502,158453692
150815747,148217595
211248083,146587194
145923676,144134617
203060516,199211438
188023854,193161790
210110322,214358193
44271454,63892011
112964379,109406482
149760464,153807671
106805498,57813148
203685520,208727018
147116347,173791143
199970000,204469566
25967653,78649756
93193856,38028195
165860636,148691281
68407440,60333195
195696207,188977857
84387451,113638557
116910243,118174808
68669718,70813485
61348826,11553972
36575683,119131468
215861327,206603804
89533129,104997215
103983214,110031190
52898126,55350048
63957486,66358559
110242555,156532515
126861698,123656518
155432295,155066498
197063357,200509328
203984113,192479487
169091384,161556796
113567938,106273219
94629932,85888730
123711711,89473215
136495320,140395723
186392494,185420854
184681498,184133730
193055554,196910081
44768527,48677245
177424679,173626726
145545629,126052352
141072682,146730381
151448627,150114257
128139676,44329843
161380101,81548172
131923555,115908894
61877997,61811575
134484134,132528599
148335412,151937864
198395093,104609315
114504381,128223094
159562058,163535660
126957595,78927002
171795887,148877427
179486106,160491573
181299805,172851485
141253290,116056861
176958266,173534427
162185175,165962010
128324400,130461949
187263517,181907435
46854537,50694424
89783506,84556547
152279905,135802284
137711786,190875340
158033021,47392463
154004280,149542628
147313316,141283832
132959168,195437225
77064076,72133348
150826243,105506795
189167795,128993470
161968535,117928951
38880578,158442591
129935587,134332569
166779003,135577255
66031467,65209924
47615545,60292137
180264244,171637697
95283036,97111963
46684820,43256783
124785481,117928951
85101694,100283176
104039631,139111670
176204517,171142714
217471578,213299575
126939558,151539200
217038619,217065926
99699010,100468083
90518552,97633507
144362630,96763603
45727431,39118033
90346469,77990424
70591970,79583392
194680238,188185112
145620300,140629394
212252165,207424876
162138866,180364458
121016362,66944616
149586997,147343802
103066967,106673886
176957763,177440458
107685186,59458344
207869589,9870786
127114436,127571996
134388139,137486764
69272721,69505674
36583966,50116531
154973925,42768886
128100753,90230858
86726626,69674495
23165061,57887650
126452138,106213556
56979039,55478199
149894840,153468195
180469472,116101734
202060799,208228256
140640968,134984002
178127898,144497840
110449607,106923444
213332998,212007139
168902360,163279242
89999726,86696544
50464666,116787761
128268184,111724617
210468810,211874343
8723918,26750281
210768723,211866945
162009995,176335532
114614646,124978984
144987432,91170171
159548483,150075560
170653491,172009968
117419130,118133081
63004313,53207825
61795740,113597553
